Cargo_ID,Order_ID,Length_cm,Width_cm,Height_cm,Weight_kg,Category,Fragile,Destination_Zone,Priority,Stackable,Sorting_Sequence,Robotic_Pick_Position_X,Robotic_Pick_Position_Y,Robotic_Pick_Position_Z,Temperature_C,Humidity_%,Vibration_Level,Shock_Impact_g,Tilt_Angle_deg,GPS_Latitude,GPS_Longitude,Light_Exposure_lux,Battery_Level_%,Signal_Strength_dBm
CARGO_3134,ORDER_1009,19.4,18.9,2.0,1.33,Books,False,Zone_D,3,True,95,6.7,21.8,2.8,26.33,61.48,2.3,6.61,21.91,11.801639,79.19735,376.56,99.79,-44.85
CARGO_3135,ORDER_1070,44.8,16.3,14.3,20.22,Sports,False,Zone_B,5,True,52,46.9,30.2,0.0,16.01,68.36,0.2,6.61,88.94,10.403109,77.34299,527.09,75.81,-59.0
CARGO_3136,ORDER_1098,56.9,11.4,3.3,4.34,Sports,False,Zone_A,4,True,63,8.8,48.0,4.4,28.5,50.28,0.07,8.48,85.69,11.173654,77.820715,733.82,82.11,-49.51
CARGO_3137,ORDER_111,23.5,7.0,29.3,9.16,Sports,False,Zone_B,2,True,54,8.3,38.1,6.4,32.29,84.41,0.6,7.52,50.69,12.913885,78.712523,47.45,51.75,-84.66
CARGO_3138,ORDER_747,23.2,6.9,22.4,8.37,Sports,False,Zone_A,1,True,47,7.9,43.9,1.2,32.14,65.24,3.25,4.5,62.9,11.053413,78.778339,241.02,92.56,-62.65
CARGO_3139,ORDER_755,55.2,8.9,9.9,8.96,Sports,False,Zone_C,1,True,13,4.2,5.5,3.6,25.64,35.12,2.84,6.13,72.13,12.603484,79.325634,832.15,63.64,-96.36
CARGO_3140,ORDER_874,24.7,27.1,3.1,3.67,Clothing,False,Zone_C,1,True,85,27.7,8.4,4.7,12.05,56.99,2.77,6.88,64.89,10.279634,78.845934,861.99,74.48,-57.57
CARGO_3141,ORDER_783,21.4,18.9,1.1,0.81,Books,False,Zone_B,2,True,54,15.5,49.7,0.9,21.13,75.38,0.16,5.13,62.98,11.002552,78.780844,372.95,27.58,-41.81
CARGO_3142,ORDER_583,21.4,34.9,12.7,22.07,Sports,False,Zone_D,4,True,2,41.3,23.9,1.8,37.62,77.65,2.35,4.76,86.27,11.05286,79.737059,374.86,70.53,-48.35
CARGO_3143,ORDER_312,7.9,8.9,2.5,0.34,Beauty,False,Zone_D,3,True,27,1.4,47.2,5.6,27.53,59.68,4.62,6.45,53.68,10.154808,78.356482,756.9,90.33,-67.93
CARGO_3144,ORDER_1070,12.5,26.7,19.8,11.63,Toys,False,Zone_A,5,True,77,23.8,27.1,5.4,26.15,83.68,1.99,5.57,57.27,10.357283,77.675797,295.07,34.26,-52.68
CARGO_3145,ORDER_166,20.3,23.9,3.1,2.76,Books,False,Zone_C,2,True,65,21.8,29.7,4.6,18.07,46.06,3.12,6.44,76.43,10.579496,77.485366,117.09,79.02,-43.37
CARGO_3146,ORDER_466,29.0,14.0,14.5,12.71,Sports,False,Zone_D,2,True,30,0.2,10.9,3.1,21.05,54.64,3.9,6.13,60.29,12.513447,78.199984,257.54,22.03,-87.04
CARGO_3147,ORDER_740,19.8,19.1,25.4,21.38,Sports,False,Zone_A,5,True,31,3.8,39.1,9.2,36.86,83.92,3.92,7.19,65.96,10.190206,79.138258,387.34,94.1,-52.4
CARGO_3148,ORDER_841,19.1,21.8,2.7,1.87,Books,False,Zone_B,1,True,65,20.6,2.4,3.7,29.99,83.78,2.6,6.43,21.08,10.896103,77.12763,52.2,98.63,-83.81
CARGO_3149,ORDER_487,30.6,21.3,9.8,14.14,Clothing,False,Zone_C,2,True,96,12.9,8.8,2.3,33.62,71.14,4.29,5.2,33.41,10.030525,77.38716,478.68,48.33,-47.38
CARGO_3150,ORDER_495,14.4,12.4,3.4,1.12,Books,False,Zone_B,3,True,17,8.4,45.6,2.4,23.63,81.54,1.96,6.82,13.26,12.086883,77.31834,740.01,28.57,-94.1
CARGO_3151,ORDER_1108,19.9,2.0,4.5,0.39,Beauty,False,Zone_D,5,True,8,34.7,11.1,3.1,28.91,35.33,4.44,4.49,45.52,11.860909,78.75575,513.75,72.69,-89.31
CARGO_3152,ORDER_633,36.4,7.1,6.7,3.29,Clothing,False,Zone_A,4,True,20,27.1,3.0,2.7,17.45,81.9,1.2,2.42,41.02,11.934947,77.728594,71.9,22.39,-56.76
CARGO_3153,ORDER_41,56.4,27.5,3.3,10.31,Sports,False,Zone_B,3,True,52,19.3,4.1,1.5,31.16,49.24,1.4,0.01,89.74,11.123148,77.498778,440.15,58.6,-89.51
CARGO_3154,ORDER_63,33.5,14.7,18.4,19.63,Toys,False,Zone_B,4,True,48,39.8,32.3,1.2,22.83,40.7,0.27,5.6,55.01,10.624803,78.778312,708.9,41.74,-90.52
CARGO_3155,ORDER_334,11.3,12.3,2.7,0.8,Books,False,Zone_D,5,True,36,1.6,29.1,2.1,23.28,44.36,3.98,5.91,70.78,12.160961,79.28393,58.1,57.87,-66.67
CARGO_3156,ORDER_780,28.7,23.9,11.1,12.98,Electronics,True,Zone_B,4,False,25,4.3,8.5,4.0,29.48,55.08,2.09,9.72,30.06,12.433354,77.996465,59.85,21.46,-49.9
CARGO_3157,ORDER_159,19.0,16.2,11.1,7.95,Electronics,False,Zone_D,2,True,70,7.7,29.7,2.4,38.09,45.07,1.15,3.61,74.84,10.415804,78.734614,370.6,24.13,-83.89
CARGO_3158,ORDER_68,10.5,23.8,2.0,0.89,Books,False,Zone_D,2,True,33,39.2,41.4,7.5,11.92,49.23,1.16,3.94,55.36,11.460488,77.294373,194.96,21.28,-49.53
CARGO_3159,ORDER_340,12.4,8.2,5.5,1.21,Beauty,False,Zone_C,2,True,51,10.0,4.1,4.2,34.74,38.1,4.51,2.02,62.73,10.746147,79.805573,934.78,69.53,-51.52
CARGO_3160,ORDER_731,18.5,17.8,2.1,1.54,Books,False,Zone_D,4,True,96,34.6,20.9,4.4,18.77,47.77,4.17,0.71,26.5,10.504321,78.010689,581.34,64.81,-65.25
CARGO_3161,ORDER_652,43.3,43.8,11.2,47.2,Home_Appliances,False,Zone_A,4,False,53,11.9,5.5,0.1,23.32,64.34,2.77,7.73,49.38,12.202976,79.992517,287.33,38.65,-61.21
CARGO_3162,ORDER_1012,26.1,31.2,14.3,25.96,Electronics,True,Zone_D,1,False,73,23.2,1.0,0.2,10.66,56.51,3.08,2.5,57.06,11.614291,79.935763,704.78,71.73,-97.57
CARGO_3163,ORDER_1139,49.8,11.1,3.8,4.3,Electronics,True,Zone_C,4,False,40,46.4,20.2,4.1,19.03,50.8,2.37,6.09,53.02,10.648556,79.33647,374.93,90.74,-77.97
CARGO_3164,ORDER_197,56.1,39.9,23.5,86.65,Sports,False,Zone_B,1,False,38,7.9,28.0,0.1,25.08,74.79,1.96,6.88,82.37,10.93,77.060201,132.12,42.19,-84.2
CARGO_3165,ORDER_491,23.1,19.8,13.1,10.43,Sports,False,Zone_A,2,True,96,29.4,30.7,0.8,11.69,83.61,4.58,4.71,80.84,12.899961,78.630425,237.23,86.56,-91.0
CARGO_3166,ORDER_703,16.2,34.6,7.1,7.82,Toys,False,Zone_C,2,True,2,5.6,35.2,3.3,24.73,75.41,0.63,8.76,87.39,12.546039,77.260509,642.75,73.0,-76.62
CARGO_3167,ORDER_693,10.7,9.0,16.5,2.9,Toys,False,Zone_B,1,True,66,16.9,19.7,9.5,37.81,49.92,2.09,4.44,60.07,12.63984,79.685414,51.88,22.71,-78.71
CARGO_3168,ORDER_313,30.3,17.6,15.5,16.37,Electronics,True,Zone_C,3,False,16,36.7,2.5,7.8,13.16,74.67,1.72,2.85,87.47,11.380036,79.368909,272.69,50.01,-56.27
CARGO_3169,ORDER_664,39.1,28.7,9.1,17.31,Sports,False,Zone_D,3,True,52,34.4,14.1,1.3,32.93,39.12,2.49,8.96,74.92,11.871422,79.917021,208.31,60.62,-64.11
CARGO_3170,ORDER_1175,27.5,20.5,19.5,26.03,Electronics,True,Zone_C,4,False,19,42.6,34.0,5.8,22.29,37.82,2.29,8.62,24.37,11.130303,78.825149,201.14,78.54,-45.21
CARGO_3171,ORDER_1197,13.2,8.2,5.4,1.11,Beauty,True,Zone_C,4,False,90,43.9,33.2,5.0,29.66,50.74,2.59,1.64,38.47,10.233136,78.566518,682.76,42.97,-91.28
CARGO_3172,ORDER_75,9.9,23.5,10.1,3.83,Toys,False,Zone_A,3,True,30,19.2,33.6,0.2,17.81,78.46,0.7,0.26,21.46,11.203208,78.556922,825.82,98.62,-96.42
CARGO_3173,ORDER_1114,54.0,21.8,21.6,42.93,Sports,False,Zone_B,2,False,76,40.8,24.9,9.7,14.78,44.78,2.57,0.9,0.38,11.781942,78.159345,715.87,74.76,-67.92
CARGO_3174,ORDER_974,3.9,2.5,5.9,0.14,Beauty,True,Zone_D,4,False,54,33.2,4.3,4.2,14.81,33.8,1.21,2.87,16.92,10.861433,78.40607,645.73,49.83,-99.94
CARGO_3175,ORDER_320,23.1,18.4,2.0,1.44,Books,False,Zone_A,2,True,95,38.6,44.7,4.8,12.11,37.9,0.92,9.72,0.37,12.543852,78.906238,916.45,27.76,-52.74
CARGO_3176,ORDER_296,22.0,14.1,2.8,1.85,Books,False,Zone_D,3,True,79,31.6,8.4,5.8,15.57,81.52,0.32,5.59,64.79,10.4533,79.798843,58.39,34.51,-69.64
CARGO_3177,ORDER_708,14.0,12.9,8.4,3.08,Clothing,False,Zone_C,3,True,37,19.9,43.4,3.4,29.93,68.03,3.81,3.73,38.3,11.101387,78.787653,167.48,59.01,-70.72
CARGO_3178,ORDER_535,44.6,39.4,11.8,42.1,Electronics,True,Zone_B,1,False,72,28.0,12.9,3.3,36.45,45.19,2.14,8.89,28.13,10.374712,79.571348,414.41,59.58,-78.25
CARGO_3179,ORDER_161,58.1,47.8,17.3,96.05,Home_Appliances,False,Zone_B,5,False,75,11.7,14.8,7.7,34.42,63.32,3.13,4.53,68.55,11.214496,79.58834,372.45,81.42,-77.5
CARGO_3180,ORDER_716,20.7,18.2,9.4,8.09,Clothing,False,Zone_B,5,True,23,4.4,28.9,4.2,30.55,61.65,3.64,3.15,74.92,10.118984,78.556498,418.05,78.09,-74.13
CARGO_3181,ORDER_1090,36.6,46.0,28.2,81.08,Home_Appliances,False,Zone_A,3,False,65,35.0,31.2,0.3,13.31,69.33,3.4,9.41,87.78,10.817648,78.042409,206.45,36.1,-99.04
CARGO_3182,ORDER_1194,58.9,20.4,24.5,58.09,Sports,False,Zone_D,4,False,6,19.5,27.3,1.7,18.68,43.99,2.35,8.5,57.78,11.202206,78.918722,149.5,67.6,-94.99
CARGO_3183,ORDER_362,50.3,58.4,30.3,192.54,Home_Appliances,False,Zone_D,3,False,43,41.3,27.1,3.7,19.29,81.86,1.94,8.44,41.54,11.434496,78.337632,509.19,21.65,-69.7
CARGO_3184,ORDER_984,29.9,5.3,7.9,2.94,Toys,False,Zone_C,1,True,32,31.4,32.8,4.5,17.5,48.56,1.88,5.12,27.47,11.631089,77.244323,928.05,51.88,-90.99
CARGO_3185,ORDER_183,40.3,42.5,12.9,39.11,Home_Appliances,False,Zone_A,5,False,54,6.5,12.1,8.6,25.45,71.65,3.2,7.89,20.01,10.824973,78.133427,391.97,81.13,-53.27
CARGO_3186,ORDER_1114,28.9,19.4,5.7,5.11,Clothing,False,Zone_A,5,True,50,17.1,20.5,3.9,26.07,30.97,2.47,1.79,19.16,11.569124,79.982216,43.35,51.96,-83.53
CARGO_3187,ORDER_120,32.1,21.6,2.5,3.1,Clothing,False,Zone_D,5,True,85,18.3,17.0,9.6,20.71,52.36,4.25,5.73,36.83,11.527014,77.145536,706.17,86.85,-94.13
CARGO_3188,ORDER_970,10.9,12.3,1.8,0.55,Books,False,Zone_D,1,True,90,19.9,48.3,7.3,20.61,51.1,4.37,9.84,89.26,10.948534,79.090001,291.1,98.09,-85.89
CARGO_3189,ORDER_1001,24.1,39.3,26.0,54.13,Sports,False,Zone_C,1,False,18,5.2,2.2,1.4,34.86,62.61,0.85,2.91,0.08,12.490601,79.523566,245.1,68.58,-78.57
CARGO_3190,ORDER_204,57.9,25.3,17.1,41.3,Sports,False,Zone_C,5,False,46,35.5,25.1,8.5,33.68,34.36,0.68,7.94,17.75,11.636923,78.946178,324.26,31.6,-97.88
CARGO_3191,ORDER_697,21.3,19.4,10.0,7.11,Clothing,False,Zone_C,5,True,20,44.6,48.5,1.2,19.23,77.41,3.15,4.9,16.96,10.996809,78.709245,723.82,50.37,-91.5
CARGO_3192,ORDER_496,12.5,16.6,3.9,1.75,Books,False,Zone_A,5,True,79,42.8,1.3,7.3,37.41,43.07,1.51,0.4,64.54,12.842016,79.122663,818.82,20.76,-80.57
CARGO_3193,ORDER_830,64.0,29.2,48.2,183.04,Home_Appliances,False,Zone_D,3,False,54,6.1,29.2,1.1,38.58,70.62,0.09,7.63,31.72,12.535337,78.288028,588.06,68.22,-81.37
CARGO_3194,ORDER_164,15.9,20.8,4.6,2.53,Clothing,False,Zone_A,1,True,84,19.4,32.2,7.8,19.8,78.19,4.44,1.69,41.15,12.947763,77.274085,322.48,85.73,-51.98
CARGO_3195,ORDER_938,21.9,12.8,17.5,7.89,Toys,False,Zone_B,2,True,59,48.0,15.1,4.4,20.63,63.71,1.13,6.31,13.38,12.076702,79.887115,310.48,70.4,-49.4
CARGO_3196,ORDER_93,26.8,20.5,4.9,4.4,Books,False,Zone_B,1,True,96,36.7,34.7,8.0,25.17,74.45,4.65,0.86,36.45,11.134669,78.296902,124.31,82.89,-88.39
CARGO_3197,ORDER_461,19.5,22.1,3.3,3.1,Books,False,Zone_C,1,True,39,29.4,35.7,1.8,38.23,69.71,3.59,9.47,9.29,10.842582,78.996168,933.3,83.99,-92.56
CARGO_3198,ORDER_469,69.6,53.9,28.2,209.97,Home_Appliances,False,Zone_D,1,False,46,8.5,17.8,6.1,36.29,51.33,3.81,2.92,47.97,11.989954,78.593931,638.14,88.08,-61.95
CARGO_3199,ORDER_1081,32.4,11.9,27.0,24.53,Sports,False,Zone_C,4,True,30,21.9,46.1,2.5,13.08,78.53,1.01,2.26,8.81,12.94245,77.164019,26.97,41.33,-51.72
CARGO_3200,ORDER_702,22.5,22.5,17.9,17.08,Toys,False,Zone_D,2,True,83,22.7,0.2,2.9,21.78,47.68,1.17,1.29,71.15,11.880145,79.85824,662.37,89.7,-42.18
CARGO_3201,ORDER_565,32.9,23.0,7.5,9.72,Sports,False,Zone_B,3,True,52,2.7,37.3,8.3,26.6,64.27,2.61,9.46,50.99,12.644845,79.377612,447.15,72.33,-99.59
CARGO_3202,ORDER_1043,62.1,56.0,36.2,291.77,Home_Appliances,False,Zone_A,1,False,11,35.4,4.4,5.0,25.09,74.72,0.86,7.12,65.16,10.98731,77.447294,972.56,43.18,-75.18
CARGO_3203,ORDER_666,25.4,29.2,16.7,28.33,Home_Appliances,False,Zone_B,2,True,50,23.5,29.4,8.1,15.82,52.74,1.53,7.42,37.67,11.220861,79.944947,819.07,98.98,-55.96
CARGO_3204,ORDER_21,9.0,16.7,10.3,2.62,Toys,False,Zone_B,1,True,26,1.9,30.7,2.9,35.76,48.17,1.61,4.99,34.33,12.718826,79.210704,171.32,96.01,-50.29
CARGO_3205,ORDER_1085,11.1,17.8,5.6,2.62,Toys,False,Zone_D,3,True,28,0.9,1.9,4.8,30.31,57.56,0.8,4.75,8.84,12.2706,78.416965,720.11,65.96,-96.26
CARGO_3206,ORDER_527,65.1,40.9,37.9,167.93,Home_Appliances,False,Zone_C,1,False,21,47.6,35.9,8.8,35.14,79.08,1.03,1.1,47.15,12.944231,78.83411,485.57,87.46,-59.16
CARGO_3207,ORDER_48,23.1,29.3,15.5,17.5,Toys,False,Zone_D,1,True,99,21.3,7.9,4.7,35.76,85.8,3.94,5.6,46.31,12.324293,77.32021,187.05,40.92,-82.66
CARGO_3208,ORDER_873,14.7,6.9,4.6,1.08,Beauty,True,Zone_B,3,False,84,22.3,15.5,9.6,32.45,62.71,0.84,2.47,42.13,11.345547,78.681235,698.74,53.28,-95.52
CARGO_3209,ORDER_1125,25.1,21.2,2.2,2.51,Clothing,False,Zone_C,1,True,13,47.4,47.5,2.2,23.18,69.69,0.14,9.77,66.65,11.593204,77.220983,547.39,34.72,-70.65
CARGO_3210,ORDER_429,52.3,46.4,29.5,148.83,Home_Appliances,False,Zone_A,4,False,39,45.2,12.7,6.8,28.32,84.2,3.15,7.97,74.93,12.701546,78.634566,30.37,61.61,-90.51
CARGO_3211,ORDER_49,33.1,20.6,15.6,18.23,Toys,False,Zone_B,1,True,89,18.1,48.4,8.4,14.81,35.91,4.88,4.13,67.57,11.65494,78.658087,646.59,59.68,-55.78
CARGO_3212,ORDER_340,23.7,20.0,1.5,1.56,Books,False,Zone_A,4,True,22,14.6,46.0,5.9,30.21,43.92,1.66,1.51,12.95,10.766192,79.623316,634.99,37.03,-55.52
CARGO_3213,ORDER_808,11.1,16.4,13.4,4.45,Electronics,True,Zone_B,4,False,72,43.6,16.7,4.9,15.38,72.53,0.59,7.85,55.99,11.306859,79.175173,144.09,73.82,-49.48
CARGO_3214,ORDER_1160,24.5,18.1,17.5,15.94,Sports,False,Zone_A,4,True,38,44.6,4.9,4.8,30.82,79.42,2.85,1.22,7.23,11.548948,77.748657,348.99,29.42,-77.35
CARGO_3215,ORDER_1116,15.6,17.0,4.1,2.44,Books,False,Zone_A,2,True,54,49.2,48.9,0.5,16.89,81.42,4.53,1.89,62.52,10.29016,79.665278,585.9,24.94,-99.2
CARGO_3216,ORDER_378,22.7,45.8,18.7,37.5,Home_Appliances,False,Zone_C,5,True,78,36.1,9.8,7.8,13.53,54.91,3.92,2.12,34.37,12.231288,78.719728,138.78,50.79,-84.42
CARGO_3217,ORDER_986,23.7,11.2,5.0,2.62,Books,False,Zone_C,1,True,29,46.8,8.2,9.7,14.96,35.36,3.11,5.57,11.92,10.328062,78.819138,852.72,52.79,-71.93
CARGO_3218,ORDER_119,38.3,43.1,40.0,141.91,Home_Appliances,False,Zone_D,1,False,36,44.3,31.0,6.9,10.06,56.27,1.58,7.87,77.58,11.214753,77.506944,27.49,45.58,-58.36
CARGO_3219,ORDER_910,33.2,34.7,3.4,8.66,Sports,False,Zone_C,4,True,33,22.6,38.3,5.2,31.56,43.84,2.71,3.14,55.26,12.413867,79.573321,102.84,40.64,-77.08
CARGO_3220,ORDER_1157,14.3,14.1,2.0,0.92,Books,False,Zone_B,4,True,46,16.3,26.7,8.9,31.97,47.47,0.46,0.85,31.93,11.402711,79.792895,116.11,47.1,-67.84
CARGO_3221,ORDER_79,10.3,20.1,1.7,0.59,Books,False,Zone_D,2,True,26,27.5,1.0,4.2,25.45,76.34,3.39,4.65,2.77,12.526047,79.324972,528.11,33.07,-68.54
CARGO_3222,ORDER_405,18.6,13.3,8.9,4.9,Electronics,True,Zone_C,2,False,54,25.8,48.5,6.0,14.84,34.53,3.63,7.48,48.36,11.025644,79.822257,620.11,52.28,-90.1
CARGO_3223,ORDER_594,22.9,45.9,20.8,38.8,Home_Appliances,False,Zone_B,3,False,59,12.3,2.7,8.6,12.51,79.65,4.83,2.22,83.09,12.872909,77.9069,403.74,92.37,-62.62
CARGO_3224,ORDER_357,27.9,22.5,6.6,9.67,Toys,False,Zone_A,3,True,50,32.9,27.3,6.4,10.57,55.66,1.3,2.2,53.67,10.628405,79.583358,288.67,37.95,-73.64
CARGO_3225,ORDER_886,19.9,13.5,6.5,3.61,Beauty,True,Zone_D,3,False,63,0.4,30.5,8.3,14.97,65.76,0.09,9.47,87.45,10.114792,78.466679,809.32,74.76,-51.52
CARGO_3226,ORDER_170,22.9,14.0,4.1,3.06,Books,False,Zone_B,5,True,62,12.5,20.8,8.1,36.73,35.38,2.73,9.54,12.28,12.61728,77.491752,68.29,31.34,-58.56
CARGO_3227,ORDER_1135,39.6,21.9,9.4,13.12,Clothing,False,Zone_C,4,True,62,12.7,30.5,3.7,17.25,50.24,3.53,9.9,51.15,12.256608,79.006402,280.29,48.31,-93.31
CARGO_3228,ORDER_346,45.9,29.8,2.4,5.63,Sports,False,Zone_D,1,True,53,45.8,49.2,6.9,20.63,35.38,3.95,8.08,71.83,10.695952,79.052361,39.12,45.69,-70.67
CARGO_3229,ORDER_633,8.3,7.0,4.7,0.45,Clothing,False,Zone_A,4,True,67,0.2,20.8,3.0,13.16,87.69,0.97,1.88,47.3,12.954225,77.860774,13.89,94.96,-57.85
CARGO_3230,ORDER_609,53.7,23.8,46.5,119.72,Home_Appliances,False,Zone_C,2,False,76,19.3,4.3,2.5,16.67,78.44,1.31,2.12,8.2,11.50684,77.08248,353.38,54.24,-94.78
CARGO_3231,ORDER_237,27.8,18.5,1.2,1.12,Books,False,Zone_A,5,True,71,26.0,0.3,9.3,25.58,57.58,2.56,3.4,52.46,12.853196,77.599542,194.82,75.24,-52.45
CARGO_3232,ORDER_136,49.9,30.9,18.9,46.83,Sports,False,Zone_B,4,False,4,38.2,48.7,7.0,28.23,43.42,1.65,3.18,55.06,11.515086,78.199333,268.37,68.2,-86.68
CARGO_3233,ORDER_715,13.2,6.8,7.0,1.44,Beauty,True,Zone_B,3,False,2,6.9,39.2,1.6,17.36,86.01,4.3,9.57,65.58,11.415624,77.502689,820.95,31.28,-69.81
CARGO_3234,ORDER_475,20.2,12.6,4.7,2.65,Books,False,Zone_D,3,True,38,20.8,8.4,0.1,11.73,50.68,2.37,7.89,68.51,11.347416,77.58209,162.98,95.16,-43.57
CARGO_3235,ORDER_811,28.3,6.3,2.1,0.72,Electronics,True,Zone_C,3,False,35,37.7,48.2,6.3,21.73,39.66,4.0,7.24,69.37,11.004626,78.174172,780.23,47.67,-65.72
CARGO_3236,ORDER_58,44.6,44.9,42.5,188.62,Home_Appliances,False,Zone_B,3,False,6,13.9,47.5,7.9,17.03,63.79,2.9,1.86,59.71,11.601104,79.88536,675.05,23.58,-74.56
CARGO_3237,ORDER_994,28.8,29.6,12.7,17.67,Toys,False,Zone_D,5,True,5,0.6,5.1,0.6,16.59,86.63,3.87,9.1,19.42,11.357664,79.292731,326.45,44.04,-99.59
CARGO_3238,ORDER_1099,27.3,19.6,11.9,15.09,Sports,False,Zone_C,1,True,57,16.9,36.2,2.4,38.8,30.23,1.66,8.28,36.38,10.110241,77.959245,546.56,46.85,-92.0
CARGO_3239,ORDER_635,16.7,12.1,18.3,8.55,Electronics,True,Zone_B,4,False,31,1.5,22.4,3.9,28.49,44.29,4.16,1.64,69.85,10.781306,79.854812,444.44,27.42,-65.28
CARGO_3240,ORDER_1034,18.9,22.6,2.8,2.07,Books,False,Zone_D,4,True,93,9.0,21.7,6.7,26.71,86.31,1.37,8.71,85.81,10.639368,78.93694,128.4,69.6,-70.37
CARGO_3241,ORDER_1136,17.9,39.9,2.7,4.61,Electronics,False,Zone_D,5,True,6,34.0,15.0,0.2,22.47,40.27,2.73,2.72,7.11,12.602307,78.366349,907.19,47.74,-78.17
CARGO_3242,ORDER_928,52.1,54.4,44.5,277.59,Home_Appliances,False,Zone_A,5,False,12,40.2,12.7,2.5,22.87,36.79,1.07,0.81,48.2,11.79661,78.404901,569.62,70.33,-44.61
CARGO_3243,ORDER_452,10.2,22.3,4.2,1.85,Books,False,Zone_C,1,True,19,18.5,41.8,9.2,26.23,64.21,2.38,6.57,28.13,12.291049,78.232233,880.24,20.54,-80.05
CARGO_3244,ORDER_1130,78.9,56.7,43.7,436.92,Home_Appliances,False,Zone_A,4,False,22,48.7,45.8,0.3,30.89,81.71,1.59,6.54,20.29,12.870478,77.698976,823.83,98.56,-67.77
CARGO_3245,ORDER_302,13.3,7.5,1.0,0.17,Beauty,False,Zone_C,1,True,85,45.5,4.2,6.6,31.06,58.63,1.33,0.95,45.52,11.932118,78.159897,79.78,33.64,-65.88
CARGO_3246,ORDER_1067,29.5,13.6,13.8,11.01,Toys,False,Zone_C,4,True,48,39.2,42.9,3.4,15.15,89.67,4.83,3.19,54.55,12.94783,78.583689,207.27,72.75,-68.35
CARGO_3247,ORDER_424,44.4,26.8,8.8,21.74,Electronics,True,Zone_B,3,False,25,37.2,36.5,3.9,25.0,70.75,0.8,9.93,0.88,10.935292,78.584082,145.26,77.26,-71.34
CARGO_3248,ORDER_140,34.7,26.7,18.6,39.57,Toys,False,Zone_B,3,True,46,8.4,42.6,6.6,22.36,34.44,3.94,6.78,70.22,10.558802,79.285211,830.78,33.73,-79.78
CARGO_3249,ORDER_51,40.8,27.3,32.7,66.52,Home_Appliances,False,Zone_A,2,False,89,38.5,25.3,6.1,36.12,89.57,4.92,7.3,73.79,11.20993,78.076394,862.45,28.94,-45.47
CARGO_3250,ORDER_499,32.0,13.3,18.5,15.2,Toys,False,Zone_C,5,True,69,13.8,21.6,3.7,28.94,54.47,0.1,2.13,86.9,11.412398,79.150394,527.97,32.21,-72.95
CARGO_3251,ORDER_283,21.0,21.5,14.2,13.53,Electronics,True,Zone_A,2,False,51,26.5,38.0,2.2,25.98,47.24,3.5,0.79,16.26,12.686085,78.734276,104.18,39.75,-68.29
CARGO_3252,ORDER_378,11.3,13.2,4.0,1.35,Books,False,Zone_C,2,True,87,12.8,1.4,8.0,13.46,63.47,1.26,2.77,53.51,11.679821,79.885536,135.62,33.46,-60.61
CARGO_3253,ORDER_506,48.3,34.3,13.1,46.96,Sports,False,Zone_C,5,False,58,19.1,8.6,1.9,28.17,48.26,0.2,2.49,38.4,10.876543,78.155855,813.55,73.92,-95.94
CARGO_3254,ORDER_698,10.5,10.8,28.3,6.21,Sports,False,Zone_D,5,True,86,34.4,10.2,6.8,13.52,35.19,2.01,2.35,30.13,12.227903,79.703649,929.19,53.67,-53.12
CARGO_3255,ORDER_512,14.0,20.9,4.7,2.53,Books,False,Zone_B,4,True,29,17.2,1.9,6.7,20.12,30.09,4.68,1.93,50.91,11.517496,79.461928,199.48,63.02,-69.25
CARGO_3256,ORDER_52,25.6,12.7,12.7,6.65,Toys,False,Zone_C,2,True,7,2.9,40.7,4.7,14.29,56.98,0.06,5.75,70.41,10.486396,78.912993,11.14,23.79,-60.57
CARGO_3257,ORDER_193,7.5,14.6,9.6,2.26,Beauty,True,Zone_C,3,False,12,25.3,23.5,7.6,30.76,80.21,2.94,3.28,2.07,11.730459,78.963543,330.95,88.9,-53.68
CARGO_3258,ORDER_282,15.4,16.6,4.1,2.21,Clothing,False,Zone_A,2,True,40,31.2,32.4,8.7,16.19,64.34,2.51,8.2,87.25,12.734184,77.25395,30.5,33.65,-47.55
CARGO_3259,ORDER_596,15.2,14.0,5.4,2.42,Beauty,True,Zone_D,1,False,94,39.8,44.5,3.9,21.76,89.95,4.37,1.84,72.89,12.527868,79.850674,827.97,48.81,-76.47
CARGO_3260,ORDER_651,26.7,27.3,18.5,27.92,Sports,False,Zone_C,2,True,64,18.7,43.4,1.8,36.87,47.21,0.42,4.65,67.6,11.76043,77.320808,491.51,25.75,-51.31
CARGO_3261,ORDER_519,22.3,10.0,3.3,1.23,Electronics,False,Zone_D,4,True,40,19.5,35.2,2.2,16.13,46.83,3.41,0.14,68.43,11.13125,78.6897,641.86,30.94,-84.47
CARGO_3262,ORDER_889,55.4,48.7,34.7,178.12,Home_Appliances,False,Zone_D,1,False,34,3.2,2.9,1.4,25.23,39.58,3.4,4.82,35.02,10.260936,77.990212,411.48,73.26,-60.38
CARGO_3263,ORDER_115,6.6,10.4,3.2,0.42,Clothing,False,Zone_C,2,True,63,2.1,33.4,5.1,22.58,39.84,3.35,0.56,67.65,11.408947,78.289556,345.51,75.41,-93.84
CARGO_3264,ORDER_53,27.4,28.5,12.5,22.03,Home_Appliances,False,Zone_D,5,True,30,1.2,31.8,6.1,10.54,47.11,4.71,9.78,34.81,12.256238,78.830549,222.2,74.16,-98.8
